ACCESSION_NUMBER	DERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	EXERCISE_DATE	EXERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001042167-06-000045	1175328	Common Stock Option		31.27				01-MAR-2006	F2	01-MAR-2015		Common Stock		8000.0								D			
0001020710-06-000005	1385024	DXP Common Stock Options		0.92				04-SEP-2002		04-SEP-2012		DXP Common Stock		85000.0				85000.0				D			
0001020710-06-000005	1385022	DXP Common Stock Options		1.0				17-JAN-2004		17-JAN-2009		DXP Common Stock		100000.0				100000.0				D			
0001020710-06-000005	1385023	DXP Common Stock Options		0.92				04-SEP-2002		04-SEP-2012		DXP Common Stock		90000.0				90000.0				D			
0001183740-06-000031	1297051	Incentive stock options		0.3		3		01-APR-2005		01-APR-2010		Common shares		200000.0				200000.0				D			
0001183740-06-000031	1297054	Incentive stock options		0.6		3		04-APR-2005		04-APR-2010		Common shares		100000.0				500000.0				D			
0001183740-06-000031	1297053	Incentive stock options		0.5		3		03-APR-2005		03-APR-2010		Common shares		100000.0				400000.0				D			
0001183740-06-000031	1297052	Incentive stock options		0.4		3		02-APR-2005		02-APR-2010		Common shares		100000.0				300000.0				D			
0001181431-06-008675	1265991	Employee Grant June 17, 1999 (Right to Buy)		7.36					F1	17-JUN-2009		Common Stock		2344.0								D			
0001181431-06-008675	1265992	Employee Grant February 21, 2002 (Right to Buy)		4.17					F2	21-FEB-2012		Common Stock		625.0								D			
0001181431-06-008675	1265993	Employee Grant July 22, 2005 (Right to Buy)		10.76					F3	22-JUL-2015		Common Stock		2188.0								D			
0000737468-06-000024	1158929	Stock Options (Right to buy)		20.62				29-APR-2006		29-APR-2013		Common Stock		2000.0				2000.0				D			
0000737468-06-000024	1158928	Stock Options (Right to buy)		20.23				23-APR-2003		23-APR-2012		Common Stock		1500.0				1500.0				D			
0000737468-06-000024	1158930	Stock Options (Right to buy)		27.56				27-APR-2007		27-APR-2014		Common Stock		2000.0				2000.0				D			
0001020710-06-000004	1421347	DXP Common Stock Options		1.37					F1	27-SEP-2010		DXP Common Stock		100000.0				100000.0				D			
0001020710-06-000004	1421346	DXP Common Stock Options		1.37				27-SEP-2000		27-SEP-2010		DXP Common Stock		100000.0				100000.0				D			
0001209191-06-008011	1378520	Option, ISO (Right to Buy)		32.5				01-APR-2004		01-APR-2009		Common Stock, $5 par		1500.0				1500.0				D			
0000890163-06-000061	1186228	Options		1.39				03-FEB-2007		03-FEB-2016		Common		80000.0	F1							D			
0001181431-06-008665	1368905	Grant of Restricted Stock Units		0.0				30-NOV-2007			F1	Common Stock		3452.0				3452.0				D			
0001181431-06-008665	1368906	Grant of Restricted Stock Units		0.0				01-AUG-2008			F1	Common Stock		3470.0				3470.0				D			
0001209191-06-008006	1457419	Common Share Option		15.05				04-OCT-2007	F4	03-OCT-2015		Common Shares		6400.0				6400.0				D			
0001209191-06-008006	1457420	Performance Award Unit		0.0				30-SEP-2008		01-FEB-2012		Common Shares		5000.0	F5			5000.0	F5			D			
0001209191-06-008006	1457418	Common Share Option		18.75				17-JUL-2006	F4	16-JUL-2014		Common Shares		21000.0				21000.0				D			
0001209191-06-008006	1457417	Common Share Option		16.12				19-JUL-2005	F4	18-JUL-2013		Common Shares		24000.0				24000.0				D			
0001209191-06-008006	1457416	Common Share Option		13.76				24-JUL-2004	F4	23-JUL-2012		Common Shares		22000.0				22000.0				D			
0001209191-06-008006	1457415	Common Share Option		18.41				25-JUL-2003	F4	24-JUL-2011		Common Shares		22000.0				22000.0				D			
0001209191-06-008006	1457414	Common Share Option		45.13				02-AUG-2002		01-AUG-2010		Common Shares		24000.0				24000.0				D			
0001209191-06-008006	1457413	Common Share Option		4.13				17-JUL-2001		16-JUL-2009		Common Shares		27000.0				27000.0				D			
0001209191-06-008006	1457412	Common Share Option		2.53				12-SEP-2000		11-SEP-2008		Common Shares		12000.0				12000.0				D			
0001209191-06-008006	1457411	Common Share Option		5.72				20-SEP-1999		19-SEP-2007		Common Shares		7000.0				7000.0				D			
0000054381-06-000019	1420847	Stock Appreciation Rights (SAR)		14.5					F4		F4	Kaman Common Stock		20800.0				20800.0				D			
0000054381-06-000019	1420848	Stock Appreciation Rights (SAR)		16.31					F4		F4	Kaman Common Stock		13000.0				13000.0				D			
0000054381-06-000019	1420846	Stock Appreciation Rights (SAR)		9.9					F4		F4	Kaman Common Stock		54000.0				54000.0				D			
0000054381-06-000019	1420850	Stock Options (Right to buy)		16.31					F4		F4	Kaman Common Stock		5000.0				5000.0				D			
0000054381-06-000019	1420849	Stock Options (Right to buy)		14.5					F4		F4	Kaman Common Stock		8400.0				8400.0				D			
0000054381-06-000018	1300729	Stock Appreciation Rights (SAR)		16.31					F4		F4	Kaman Common Stock		8000.0				8000.0				D			
0000054381-06-000018	1300727	Stock Appreciation Rights (SAR)		9.9					F4		F4	Kaman Common Stock		30600.0				30600.0				D			
0000054381-06-000018	1300728	Stock Appreciation Rights (SAR)		14.5					F4		F4	Kaman Common Stock		11600.0				11600.0				D			
0000054381-06-000018	1300732	Stock Options (Right to buy)		16.31					F4		F4	Kaman Common Stock		2500.0				2500.0				D			
0000054381-06-000018	1300730	Stock Options (Right to buy)		11.5					F4		F4	Kaman Common Stock		30000.0				30000.0				D			
0000054381-06-000018	1300731	Stock Options (Right to buy)		14.5					F4		F4	Kaman Common Stock		4800.0				4800.0				D			
0000054381-06-000017	1162806	Stock Options (Right to buy)		16.31					F4		F4	Kaman Common Stock		2000.0				2000.0				D			
0000054381-06-000017	1162804	Stock Appreciation Rights (SAR)		9.9					F4		F4	Kaman Common Stock		14100.0				14100.0				D			
0000054381-06-000017	1162805	Stock Options (Right to buy)		14.5					F4		F4	Kaman Common Stock		8779.0				8779.0				D			
0000054381-06-000016	1258040	Stock Options (Right to buy)		16.31					F5		F5	Kaman Common Stock		10500.0				10500.0				D			
0000054381-06-000016	1258035	Stock Appreciation Rights (SAR)		9.9					F5		F5	Kaman Common Stock		16560.0				16560.0				D			
0000054381-06-000016	1258041	Stock Options (Right to buy)		17.0					F5		F5	Kaman Common Stock		5000.0				5000.0				D			
0000054381-06-000016	1258036	Stock Options (Right to buy)		10.31					F5		F5	Kaman Common Stock		7500.0				7500.0				D			
0000054381-06-000016	1258039	Stock Options (Right to buy)		14.5					F5		F5	Kaman Common Stock		22000.0				22000.0				D			
0000054381-06-000016	1258037	Stock Options (Right to buy)		10.38					F5		F5	Kaman Common Stock		2000.0				2000.0				D			
0000054381-06-000016	1258038	Stock Options (Right to buy)		13.25					F5		F5	Kaman Common Stock		5000.0				5000.0				D			
0001217211-06-000051	1103447	Call Option to Purchase		29.18				30-JUN-2006		30-JUN-2015		Common Stock, without par value		50000.0				50000.0				D			
0001217211-06-000051	1103446	Call Option to Purchase		23.84				30-JUN-2005		30-JUN-2014		Common Stock, without par value		70000.0				70000.0				D			
0001217211-06-000051	1103445	Call Option to Purchase		28.89				02-FEB-2005		02-FEB-2014		Common Stock, without par value		400000.0				400000.0				D			
0000020286-06-000056	1374324	Employee Stock Option (right to buy)		38.8					F3	19-JAN-2014		Common Stock		5513.0				5513.0	F2			D			
0000020286-06-000056	1374316	Employee Stock Option (right to buy)		18.59					F3	06-APR-2006		Common Stock		16538.0				16538.0	F2			D			
0000020286-06-000056	1374321	Employee Stock Option (right to buy)		32.45					F3	01-FEB-2013		Common Stock		5513.0				5513.0	F2			D			
0000020286-06-000056	1374320	Employee Stock Option (right to buy)		30.72					F3	24-AUG-1998		Common Stock		3308.0				3308.0	F2			D			
0000020286-06-000056	1374319	Employee Stock Option (right to buy)		30.6					F3	27-JAN-1999		Common Stock		5513.0				5513.0	F2			D			
0000020286-06-000056	1374318	Employee Stock Option (right to buy)		26.95					F3	25-JAN-2010		Common Stock		16538.0				16538.0	F2			D			
0000020286-06-000056	1374317	Employee Stock Option (right to buy)		20.37					F3	05-APR-1997		Common Stock		3308.0				3308.0	F2			D			
0000020286-06-000056	1374325	Employee Stock Option (right to buy)		38.87					F3	07-FEB-2008		Common Stock		6615.0				6615.0	F2			D			
0000020286-06-000056	1374326	Employee Stock Option (right to buy)		41.63					F3	25-JAN-2015		Common Stock		15750.0				15750.0	F2			D			
0000020286-06-000056	1374322	Employee Stock Option (right to buy)		32.81					F3	31-JAN-2011		Common Stock		5513.0				5513.0	F2			D			
0000020286-06-000056	1374323	Employee Stock Option (right to buy)		34.96					F3	28-JAN-2012		Common Stock		5513.0				5513.0	F2			D			
0000020286-06-000054	1350531	Employee Stock Option (right to buy)		38.8					F2	19-JAN-2014		Common Stock		5513.0				5513.0	F1			D			
0000020286-06-000054	1350530	Employee Stock Option (right to buy)		34.96					F2	28-JAN-2012		Common Stock		5513.0				5513.0	F1			D			
0000020286-06-000054	1350528	Employee Stock Option (right to buy)		32.45					F2	01-FEB-2013		Common Stock		5513.0				5513.0	F1			D			
0000020286-06-000054	1350527	Employee Stock Option (right to buy)		30.72					F2	24-AUG-1998		Common Stock		3308.0				3308.0	F1			D			
0000020286-06-000054	1350526	Employee Stock Option (right to buy)		30.6					F2	27-JAN-1999		Common Stock		5513.0				5513.0	F1			D			
0000020286-06-000054	1350525	Employee Stock Option (right to buy)		26.95					F2	25-JAN-2010		Common Stock		16538.0				16538.0	F1			D			
0000020286-06-000054	1350524	Employee Stock Option (right to buy)		20.37					F2	05-APR-1997		Common Stock		3308.0				3308.0	F1			D			
0000020286-06-000054	1350533	Employee Stock Option (right to buy)		41.63					F2	25-JAN-2015		Common Stock		15750.0				15750.0	F1			D			
0000020286-06-000054	1350532	Employee Stock Option (right to buy)		38.87					F2	07-FEB-2008		Common Stock		6615.0				6615.0	F1			D			
0000020286-06-000054	1350529	Employee Stock Option (right to buy)		32.81					F2	31-JAN-2011		Common Stock		5513.0				5513.0	F1			D			
0000746481-06-000018	1254859	Stock Option		25.11				01-MAR-2005		01-MAR-2015		Common Stock		1000.0				1000.0				D			
0000746481-06-000018	1254858	Stock Option		26.37				01-MAR-2004		01-MAR-2014		Common Stock		1000.0				1000.0				D			
0000746481-06-000017	1355331	Stock Option		0.0	F5			08-MAR-2002	F6	28-DEC-2018		Common Stock		13912.0				13912.0				D			
0000746481-06-000017	1355329	Stock Option		24.72				11-FEB-2006	F2	11-FEB-2015		Common Stock		13000.0				13000.0				D			
0000746481-06-000017	1355328	Stock Option		17.33				30-APR-2003	F1	30-APR-2013		Common Stock		14774.0				14774.0				D			
0000746481-06-000017	1355333	Stock Option		0.0	F9			08-MAR-2002	F10	14-DEC-2021		Common Stock		5065.0				5065.0				D			
0000746481-06-000017	1355332	Stock Option		0.0	F7			08-MAR-2002	F8	13-DEC-2019		Common Stock		9599.0				9599.0				D			
0000746481-06-000017	1355330	Stock Option		0.0	F3			08-MAR-2002	F4	12-DEC-2017		Common Stock		6095.0				6095.0				D			
0000746481-06-000016	1115032	Stock Option		26.37				01-MAR-2004		01-MAR-2014		Common Stock		1000.0				1000.0				D			
0000746481-06-000016	1115033	Stock Option		25.11				01-MAR-2005		01-MAR-2015		Common Stock		1000.0				1000.0				D			
0000746481-06-000015	1366806	Stock Option		24.72				11-FEB-2006	F1	11-FEB-2015		Common Stock		7125.0				7125.0				D			
0000746481-06-000014	1369029	Stock Option		26.37				01-MAR-2004		01-MAR-2014		Common Stock		1000.0				1000.0				D			
0000746481-06-000014	1369030	Stock Option		25.11				01-MAR-2005		01-MAR-2015		Common Stock		1000.0				1000.0				D			
0000746481-06-000013	1259722	Stock Option		19.63				08-MAR-2002		01-JAN-2008		Common Stock		29176.0				29176.0				D			
0000746481-06-000013	1259723	Stock Option		20.0				08-MAR-2002		11-JAN-2009		Common Stock		28058.0				28058.0				D			
0000746481-06-000013	1259724	Stock Option		13.06				08-MAR-2002		03-JAN-2010		Common Stock		45570.0				45570.0				D			
0000746481-06-000013	1259725	Stock Option		12.83				08-MAR-2002		03-JAN-2011		Common Stock		33461.0				33461.0				D			
0000746481-06-000013	1259726	Stock Option		18.4				08-MAR-2002		02-JAN-2012		Common Stock		63639.0				63639.0				D			
0000746481-06-000013	1259727	Stock Option		17.33				30-APR-2003	F1	30-APR-2013		Common Stock		27040.0				27040.0				D			
0000746481-06-000013	1259728	Stock Option		24.72				11-FEB-2006	F2	11-FEB-2015		Common Stock		14000.0				14000.0				D			
0000020286-06-000050	1188984	Employee Stock Option (right to buy)		41.63					F5	25-JAN-2015		Common Stock		15750.0				15750.0	F2			D			
0000020286-06-000050	1188992	Stock Option		34.96				28-JAN-2003		28-JAN-2012		Common Stock		16538.0				16538.0	F2			D			
0000020286-06-000050	1188991	Stock Option		32.81				31-JAN-2002		31-JAN-2011		Common Stock		16538.0				16538.0	F2			D			
0000020286-06-000050	1188990	Stock Option		32.45				01-FEB-2004		01-FEB-2013		Common Stock		16538.0				16538.0	F2			D			
0000020286-06-000050	1188989	Stock Option		30.72				24-AUG-1999		24-AUG-2008		Common Stock		11025.0				11025.0	F2			D			
0000020286-06-000050	1188985	Stock Option		18.59				06-APR-1997		06-APR-2006		Common Stock		16537.0				16537.0	F2			D			
0000020286-06-000050	1188983	Employee Stock Option (right to buy)		38.8				19-JAN-2005		19-JAN-2014		Common Stock		16538.0				16538.0	F2			D			
0000020286-06-000050	1188988	Stock Option		30.6				27-JAN-2000		27-JAN-2009		Common Stock		16538.0				16538.0	F2			D			
0000020286-06-000050	1188987	Stock Option		26.95				25-JAN-2001		25-JAN-2010		Common Stock		16538.0				16538.0	F2			D			
0000020286-06-000050	1188986	Stock Option		20.37				05-APR-1998		05-APR-2007		Common Stock		3308.0				3308.0	F2			D			
0000020286-06-000050	1188993	Stock Option		38.87				07-FEB-1999		07-FEB-2008		Common Stock		16538.0				16538.0	F2			D			
0001020710-06-000003	1484003	DXP Common Stock Options		4.53				01-JUL-2004		01-JUL-2014		DXP Common Stock		10000.0				10000.0				D			
0001020710-06-000003	1484004	DXP Common Stock Options		6.72				16-MAY-2005		16-MAY-2015		DXP Common Stock		10000.0				10000.0				D			
0000020286-06-000048	1288895	Stock Option		34.96				28-JAN-2003		28-JAN-2012		Common Stock		16538.0				16538.0	F1			D			
0000020286-06-000048	1288894	Stock Option		32.81				31-JAN-2002		31-JAN-2011		Common Stock		16538.0				16538.0	F1			D			
0000020286-06-000048	1288893	Stock Option		32.45				01-FEB-2004		01-FEB-2013		Common Stock		16538.0				16538.0	F1			D			
0000020286-06-000048	1288892	Stock Option		30.72				24-AUG-1999		24-AUG-2008		Common Stock		11025.0				11025.0	F1			D			
0000020286-06-000048	1288891	Stock Option		30.6				27-JAN-2000		27-JAN-2009		Common Stock		16538.0				16538.0	F1			D			
0000020286-06-000048	1288890	Stock Option		26.95				25-JAN-2001		25-JAN-2010		Common Stock		16538.0				16538.0	F1			D			
0000020286-06-000048	1288889	Stock Option		20.37				05-APR-1998		05-APR-2007		Common Stock		3308.0				3308.0	F1			D			
0000020286-06-000048	1288888	Stock Option		18.59				06-APR-1997		06-APR-2006		Common Stock		16537.0				16537.0	F1			D			
0000020286-06-000048	1288887	Phantom Stock		0.0				08-AUG-1988		08-AUG-1988		Common Stock		1935.0				1935.0	F1			D			
0000020286-06-000048	1288886	Employee Stock Option (right to buy)		41.63					F2	25-JAN-2015		Common Stock		15750.0				15750.0	F1			D			
0000020286-06-000048	1288885	Employee Stock Option (right to buy)		38.8				19-JAN-2005		19-JAN-2014		Common Stock		16538.0				16538.0	F1			D			
0000020286-06-000048	1288896	Stock Option		38.87				07-FEB-1999		07-FEB-2008		Common Stock		16538.0				16538.0	F1			D			
0000746481-06-000012	1343991	Stock Option		26.37				01-MAR-2004		01-MAR-2014		Common Stock		1000.0				1000.0				D			
0000746481-06-000012	1343992	Stock Option		25.11				01-MAR-2005		01-MAR-2015		Common Stock		1000.0				1000.0				D			
0000746481-06-000011	1426660	Stock Option		25.11				01-MAR-2005		01-MAR-2015		Common Stock		1000.0				1000.0				D			
0000746481-06-000011	1426659	Stock Option		26.37				01-MAR-2004		01-MAR-2014		Common Stock		2000.0				2000.0				D			
0000746481-06-000010	1152248	Stock Option		25.11				01-MAR-2005		01-MAR-2015		Common Stock		1000.0				1000.0				D			
0000746481-06-000009	1138807	Stock Option		25.11				01-MAR-2005		01-MAR-2015		Common Stock		1000.0				1000.0				D			
0000746481-06-000009	1138806	Stock Option		26.37				01-MAR-2004		01-MAR-2014		Common Stock		1000.0				1000.0				D			
0000746481-06-000008	1341867	Stock Option		0.0	F1			08-MAR-2002	F2	12-DEC-2017		Common Stock		11686.0				11686.0				D			
0000746481-06-000008	1341868	Stock Option		0.0	F3			08-MAR-2002	F4	28-DEC-2018		Common Stock		14375.0				14375.0				D			
0000746481-06-000008	1341869	Stock Option		0.0	F5			08-MAR-2002	F6	13-DEC-2019		Common Stock		9877.0				9877.0				D			
0000746481-06-000007	1179294	Stock Option		26.37				01-MAR-2004		01-MAR-2014		Common Stock		1000.0				1000.0				D			
0000746481-06-000007	1179295	Stock Option		25.11				01-MAR-2005		01-MAR-2015		Common Stock		1000.0				1000.0				D			
0000746481-06-000006	1287659	Stock Option		24.72				11-FEB-2006	F1	11-FEB-2015		Common Stock		8625.0				8625.0				D			
0000746481-06-000005	1479968	Stock Option		24.72				11-FEB-2006	F1	11-FEB-2015		Common Stock		9300.0				9300.0				D			
0000746481-06-000004	1292820	Stock Option		25.11				01-MAR-2005		01-MAR-2015		Common Stock		1000.0				1000.0				D			
0000746481-06-000004	1292819	Stock Option		26.37				01-MAR-2004		01-MAR-2014		Common Stock		1000.0				1000.0				D			
0000746481-06-000003	1254347	Stock Option		24.72				11-FEB-2006	F1	11-FEB-2015		Common Stock		6350.0				6350.0				D			
0001289430-06-000045	1401691	Employee Stock Options (right to buy)		14.38					F1	18-JAN-2011		Common Stock		220000.0								D			
0001260760-06-000010	1288622	Stock Option		40.39				02-FEB-2005		02-FEB-2014		Common Stock		360.0				360.0				D			
0001260760-06-000010	1288613	Option		15.91				06-MAY-2000		06-MAY-2009		Common Stock		55114.0				55114.0				D			
0001260760-06-000010	1288614	Stock Option		9.15				02-MAY-1997		02-MAY-2006		Common Stock		43396.0				43396.0	F7			D			
0001260760-06-000010	1288615	Stock Option		13.0				01-MAY-1998		01-MAY-2007		Common Stock		75256.0				75256.0	F7			D			
0001260760-06-000010	1288616	Stock Option		15.78				04-MAY-2001		04-MAY-2010		Common Stock		49664.0				49664.0				D			
0001260760-06-000010	1288617	Stock Option		20.05				03-MAY-2001		03-MAY-2011		Common Stock		1440.0				1440.0				D			
0001260760-06-000010	1288618	Stock Option		21.1				07-MAY-1999		07-MAY-2008		Common Stock		77762.0				77762.0				D			
0001260760-06-000010	1288619	Stock Option		29.41				01-MAY-2003		01-MAY-2012		Common Stock		1080.0				1080.0				D			
0001260760-06-000010	1288620	Stock Option		29.55				01-MAY-2004		01-MAY-2013		Common Stock		720.0				720.0				D			
0001260760-06-000010	1288621	Stock Option		34.55				03-MAY-2005		03-MAY-2014		Common Stock		360.0				360.0				D			
0000020286-06-000046	1197418	Stock Option		34.96				28-JAN-2003		28-JAN-2012		Common Stock		55125.0				55125.0	F1			D			
0000020286-06-000046	1197411	Employee Stock Option (right to buy)		38.8				19-JAN-2005		19-JAN-2014		Common Stock		55125.0				55125.0	F1			D			
0000020286-06-000046	1197412	Employee Stock Option (right to buy)		41.63					F4	25-JAN-2015		Common Stock		63000.0				63000.0	F1			D			
0000020286-06-000046	1197413	Stock Option		26.95				25-JAN-2001		25-JAN-2010		Common Stock		55125.0				55125.0	F1			D			
0000020286-06-000046	1197414	Stock Option		30.6				27-JAN-2000		27-JAN-2009		Common Stock		115763.0				115763.0	F1			D			
0000020286-06-000046	1197415	Stock Option		30.72				24-AUG-1999		24-AUG-2008		Common Stock		11025.0				11025.0	F1			D			
0000020286-06-000046	1197416	Stock Option		32.45				01-FEB-2004		01-FEB-2013		Common Stock		55125.0				55125.0	F1			D			
0000020286-06-000046	1197417	Stock Option		32.81				31-JAN-2002		31-JAN-2011		Common Stock		55125.0				55125.0	F1			D			
0000020286-06-000046	1197419	Stock Option		41.14				05-JAN-1999		05-JAN-2008		Common Stock		115763.0				115763.0	F1			D			
0000850606-06-000004	1256007	Common Stock Options	F1	22.44				23-MAR-2005		23-MAR-2015		Common Stock		3000.0				3000.0				D			
0000850606-06-000004	1256000	Common Stock Options	F1	15.0				16-MAR-1998		15-MAR-2008		Common Stock		4000.0				4000.0				D			
0000850606-06-000004	1256001	Common Stock Options	F1	9.75				22-MAR-2000		21-MAR-2010		Common Stock		2000.0				2000.0				D			
0000850606-06-000004	1256002	Common Stock Options	F1	11.13				27-MAR-2002		26-MAR-2012		Common Stock		2000.0				2000.0				D			
0000850606-06-000004	1256003	Common Stock Options	F1	14.86				17-MAR-2003		16-MAR-2013		Common Stock		1000.0				1000.0				D			
0000850606-06-000004	1256004	Common Stock Options	F1	18.8				17-DEC-2003		16-DEC-2013		Common Stock		4500.0				4500.0				D			
0000850606-06-000004	1256005	Common Stock Options	F1	18.8				02-JAN-2004		17-DEC-2013		Common Stock		500.0				500.0				D			
0000850606-06-000004	1256006	Common Stock Options	F1	9.63				28-MAR-2001		27-MAR-2011		Common Stock		5000.0				5000.0				D			
0000020286-06-000044	1424397	Stock Option		26.95				25-JAN-2001		25-JAN-2010		Common Stock		55125.0				55125.0	F1			D			
0000020286-06-000044	1424403	Stock Option		41.14				05-JAN-1999		05-JAN-2008		Common Stock		115763.0				115763.0	F1			D			
0000020286-06-000044	1424402	Stock Option		34.96				28-JAN-2003		28-JAN-2012		Common Stock		55125.0				55125.0	F1			D			
0000020286-06-000044	1424401	Stock Option		32.81				31-JAN-2002		31-JAN-2011		Common Stock		55125.0				55125.0	F1			D			
0000020286-06-000044	1424400	Stock Option		32.45				01-FEB-2004		01-FEB-2013		Common Stock		55125.0				55125.0	F1			D			
0000020286-06-000044	1424399	Stock Option		30.72				24-AUG-1999		24-AUG-2008		Common Stock		11025.0				11025.0	F1			D			
0000020286-06-000044	1424398	Stock Option		30.6				27-JAN-2000		27-JAN-2009		Common Stock		115763.0				115763.0	F1			D			
0000020286-06-000044	1424396	Phantom Stock		0.0				08-AUG-1988		08-AUG-1988		Common Stock		11052.0				11053.0	F1			D			
0000020286-06-000044	1424395	Employee Stock Option (right to buy)		41.63					F3	25-JAN-2015		Common Stock		63000.0				63000.0	F1			D			
0000020286-06-000044	1424394	Employee Stock Option (right to buy)		38.8				19-JAN-2005		19-JAN-2014		Common Stock		55125.0				55125.0	F1			D			
0000020286-06-000042	1339103	Stock Option		38.87				06-FEB-1999		06-FEB-2008		Common Stock		16538.0				16538.0	F1			D			
0000020286-06-000042	1339100	Stock Option		32.45				01-FEB-2003		01-FEB-2013		Common Stock		16538.0				16538.0	F1			D			
0000020286-06-000042	1339101	Stock Option		32.81				31-JAN-2001		31-JAN-2011		Common Stock		16538.0				16538.0	F1			D			
0000020286-06-000042	1339102	Stock Option		34.96				28-JAN-2002		28-JAN-2012		Common Stock		16538.0				16538.0	F1			D			
0000020286-06-000042	1339096	Stock Option		23.95					F2	08-JUN-2007		Common Stock		1676.0				1676.0	F1			D			
0000020286-06-000042	1339095	Employee Stock Option (right to buy)		41.63					F2	25-JAN-2015		Common Stock		15750.0				15750.0	F1			D			
0000020286-06-000042	1339097	Stock Option		26.95					F2	25-JAN-2010		Common Stock		14710.0				14710.0	F1			D			
0000020286-06-000042	1339094	Employee Stock Option (right to buy)		38.8				19-JAN-2005		19-JAN-2014		Common Stock		16538.0				16538.0	F1			D			
0000020286-06-000042	1339098	Stock Option		30.6				27-JAN-2000		27-JAN-2009		Common Stock		16538.0				16538.0	F1			D			
0000020286-06-000042	1339099	Stock Option		30.72				24-AUG-1999		24-AUG-2008		Common Stock		11025.0				11025.0	F1			D			
0001181431-06-008647	1195098	Director Stock Options		20.2				31-OCT-2006	F4	31-OCT-2015		common stock		625.0				625.0				D			
0001181431-06-008647	1195097	Director Stock Options		19.89				25-MAY-2005	F3	25-MAY-2014		common stock		375.0				375.0				D			
0001181431-06-008647	1195096	Director Stock Options		13.97				20-MAY-2004	F2	20-MAY-2013		common stock		468.75				468.75				D			
0001181431-06-008647	1195095	Director Stock Options		11.35				21-MAY-2003	F1	21-MAY-2012		common stock		258.75				258.75				D			
0000020286-06-000040	1443402	Stock Option		26.95					F2	25-JAN-2010		Common Stock		16538.0				16538.0	F1			D			
0000020286-06-000040	1443399	Employee Stock Option (right to buy)		41.63					F2	25-JAN-2015		Common Stock		5250.0				5250.0	F1			D			
0000020286-06-000040	1443400	Stock Option		18.59				06-APR-1997		06-APR-2006		Common Stock		12180.0				12180.0	F1			D			
0000020286-06-000040	1443401	Stock Option		20.37					F2	05-APR-2007		Common Stock		3308.0				3308.0	F1			D			
0000020286-06-000040	1443398	Employee Stock Option (right to buy)		38.8					F2	19-JAN-2014		Common Stock		5513.0				5513.0	F1			D			
0000020286-06-000040	1443403	Stock Option		30.6				27-JAN-2000		27-JAN-2009		Common Stock		4410.0				4410.0	F1			D			
0000020286-06-000040	1443404	Stock Option		30.72				24-AUG-1999		24-AUG-2008		Common Stock		2205.0				2205.0	F1			D			
0000020286-06-000040	1443408	Stock Option		38.87					F2	07-FEB-2008		Common Stock		3308.0				3308.0	F1			D			
0000020286-06-000040	1443407	Stock Option		34.96					F2	28-JAN-2012		Common Stock		5513.0				5513.0	F1			D			
0000020286-06-000040	1443406	Stock Option		32.81					F2	31-JAN-2011		Common Stock		5513.0				5513.0	F1			D			
0000020286-06-000040	1443405	Stock Option		32.45					F2	01-FEB-2013		Common Stock		5513.0				5513.0	F1			D			
0000892251-06-000101	1390723	Option to Buy	F3	9.96				27-OCT-2005	F2	27-OCT-2014		Common Shares		25000.0				15000.0				D			
0000892251-06-000101	1390722	Option to Buy	F3	11.68				14-NOV-2001	F5	14-NOV-2011		Common Shares		18750.0				18750.0				D			
0000892251-06-000101	1390721	Option to Buy	F3	8.23				03-JUL-2001	F4	03-JUL-2010		Common Shares		18750.0				18750.0				D			
0001047334-06-000006	1289491	Option to Purchase Common Stock		19.25				03-MAY-2005		02-MAY-2010		Common Stock		5000.0				5000.0				D			
0001047334-06-000006	1289490	Option to Purchase Common Stock		16.5				20-APR-2004		19-APR-2009		Common Stock		5000.0				5000.0				D			
0001047334-06-000006	1289489	Option to Purchase Common Stock		14.8				24-APR-2003		23-APR-2008		Common Stock		5000.0				5000.0				D			
0001047334-06-000006	1289488	Option to Purchase Common Stock		16.95				16-APR-2002		15-APR-2007		Common Stock		5000.0				5000.0				D			
0001047334-06-000006	1289487	Option to Purchase Common Stock		10.74				26-APR-2001		25-APR-2006		Common Stock		5000.0				5000.0				D			
0000020286-06-000038	1075375	Stock Option		30.6				27-JAN-2000		27-JAN-2009		Common Stock		5513.0				5513.0				D			
0000020286-06-000038	1075376	Stock Option		30.72				24-AUG-1999		24-AUG-2008		Common Stock		3308.0				3308.0				D			
0000020286-06-000038	1075377	Stock Option		32.45				01-FEB-2004		01-FEB-2013		Common Stock		16538.0				16538.0				D			
