ACCESSION_NUMBER	DERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	EXERCISE_DATE	EXERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001104659-06-003656	1106963	Employee Stock Option (right to buy)		1.5					F1	24-JAN-2010		Common Stock		39334.0								D			
0001104659-06-003656	1106964	Employee Stock Option (right to buy)		3.99					F1	11-MAY-2010		Common Stock		17666.0								D			
0001104659-06-003656	1106966	Employee Stock Option (right to buy)		0.75					F3	01-JUL-2013		Common Stock		39666.0								D			
0001104659-06-003656	1106967	Employee Stock Option (right to buy)		0.75					F4	17-MAR-2015		Common Stock		8333.0								D			
0001104659-06-003656	1106968	Employee Stock Option (right to buy)		4.92					F5	09-JUN-2015		Common Stock		4333.0								D			
0001104659-06-003655	1312861	Employee Stock Option (right to buy)		4.92					F1	19-MAY-2015		Common Stock		83333.0								D			
0001104659-06-003654	1465729	Employee Stock Option (right to buy)		4.92					F1	25-APR-2015		Common Stock		58333.0								D			
0001104659-06-003653	1427540	Non-Employee Stock Option (right to buy)			F2				F2	24-JAN-2016		Common Stock		8500.0								D			
0001104659-06-003653	1427539	Non-Employee Stock Option (right to buy)		0.75					F1	15-NOV-2014		Common Stock		16666.0								D			
0001104659-06-003652	1253162	Non-Employee Stock Option (right to buy)			F1				F1	24-JAN-2016		Common Stock		8500.0								D			
0001350040-06-000001	1369648	option		0.1				15-JUN-2005		14-JUN-2010		common stock		1000000.0								D			
0001311126-06-000001	1105122	warrants		2.5				31-MAR-2006		31-MAR-2010		common stock		225000.0								D			
0001311126-06-000001	1105123	stock option		2.5				15-FEB-2005		15-FEB-2010		common stock		110000.0								D			
0001311126-06-000001	1105121	preferred stock		2.5				31-MAR-2006		31-MAR-2010		common stock		740000.0								D			
0001311126-06-000001	1105124	convertible note - series A		2.5				31-MAR-2005		31-DEC-2006		common stock		60000.0								D			
0001144204-06-002566	1156824	Stock Warrants		0.2				01-JUL-2006		31-DEC-2010		Common Stock		2500000.0								D			
0001144204-06-002564	1366634	Stock Warrants		0.2				01-JUL-2006		31-DEC-2010		Common Stock		2500000.0								D			
0001144204-06-002562	1419779	Stock Warrants		0.2				01-JUL-2006		31-DEC-2010		Common Stock		5000000.0								D			
0001181431-06-005383	1252083	Class B Common Stock		0.0				20-JAN-2006			F2	Class A Common Stock		1463198.0				1463198.0				I		By Trust	
0001186015-06-000002	1283909	Non-Qualified Stock Option (right to buy)		14.5					F2	23-MAY-2010		Common Stock		32500.0				32500.0				D			
0001186015-06-000002	1283910	Non-Qualified Stock Option (right to buy)		15.55					F2	25-MAY-2011		Common Stock		62500.0				62500.0				D			
0001186015-06-000002	1283908	Non-Qualified Stock Option (right to buy)		13.75					F2	05-JUN-2012		Common Stock		80000.0				80000.0				D			
0001186015-06-000002	1283911	Non-Qualified Stock Option (right to buy)		25.78					F2	26-JUN-2013		Common Stock		60000.0				60000.0				D			
0001186015-06-000002	1283912	Non-Qualified Stock Option (right to buy)		34.44					F2	23-JUN-2015		Common Stock		15000.0				15000.0				D			
0001186015-06-000002	1283913	Non-Qualified Stock Option (right to buy)		44.37					F2	24-JUN-2014		Common Stock		30000.0				30000.0				D			
0000938861-06-000002	1100073	Non-Qualified Stock Option (right to buy)		44.37					F2	24-JUN-2014		Common Stock		30000.0				30000.0				D			
0000938861-06-000002	1100072	Non-Qualified Stock Option (right to buy)		34.44					F2	23-JUN-2015		Common Stock		15000.0				15000.0				D			
0000938861-06-000002	1100071	Non-Qualified Stock Option (right to buy)		25.78					F2	26-JUN-2013		Common Stock		60000.0				60000.0				D			
0000938861-06-000002	1100070	Non-Qualified Stock Option (right to buy)		15.55					F2	25-MAY-2011		Common Stock		120000.0				120000.0				D			
0000938861-06-000002	1100068	Non-Qualified Stock Option (right to buy)		13.75					F2	05-JUN-2012		Common Stock		120000.0				120000.0				D			
0000938861-06-000002	1100067	Deferred Stock Units		0.0					F4	01-NOV-2015		Common Stock		341.0				341.0				D			
0000938861-06-000002	1100066	Deferred Stock Units		0.0					F3	01-AUG-2015		Common Stock		315.0				315.0				D			
0000938861-06-000002	1100069	Non-Qualified Stock Option (right to buy)		14.5					F2	23-MAY-2010		Common Stock		120000.0				120000.0				D			
0001104659-06-003649	1468894	Performance Units		0.0				23-JUL-2006			F2	Common Stock Equivalents		600.0								D			
0001104659-06-003649	1468895	Performance Units		0.0				28-APR-2007			F2	Common Stock Equivalents		1000.0								D			
0001104659-06-003649	1468893	Deferred Share Units		0.0					F1		F1	Common Stock Equivalents		3432.27								D			
0001104659-06-003649	1468899	Stock Options		18.13	F3			01-JUN-2003		01-JUN-2012		Right to buy common shares		2600.0								D			
0001104659-06-003649	1468898	Stock Options		18.13	F3			01-JUN-2004		01-JUN-2012		Right to buy common shares		1667.0								D			
0001104659-06-003649	1468897	Stock Options		18.13	F3			01-JUN-2005		01-JUN-2012		Right to buy common shares		1666.0								D			
0001104659-06-003649	1468896	Performance Untis		0.0				28-APR-2008			F2	Common Stock Equivalents		1000.0								D			
0001302378-06-000003	1265583	Stock Options		2.5				06-JUL-2005		06-JUL-2009		Stock Options		150000.0								D			
0001181431-06-005374	1394737	Option to Purchase		2.53				30-SEP-2005		29-SEP-2007		Common Stock		395000.0				395000.0				D			
0001275276-06-000001	1186752	Series B Preferred Stock			F1				F2		F3	Common Stock		3750000.0	F1			3750000.0	F1			D			
0001140361-06-001016	1074039	Option to Buy		27.27				30-DEC-2005		30-NOV-2015		Common		5000.0								D			
0001181431-06-005369	1078092	Employee Stock Option (right to buy)		9.21				05-AUG-2006	F2	05-AUG-2013		Common Stock		2000.0				2000.0				D			
0001181431-06-005369	1078091	Employee Stock Option (right to buy)		4.5				28-AUG-2005		28-AUG-2012		Common Stock		50000.0				50000.0				D			
0001181431-06-005368	1221692	Common Stock		2.47					F2	29-SEP-2010		Common Stock		27000.0				27000.0				D			
0001181431-06-005368	1221693	Common Stock		2.59					F3	14-JAN-2012		Common Stock		20000.0				20000.0				D			
0001181431-06-005368	1221694	Common Stock		4.5					F4	28-AUG-2012		Common Stock		40000.0				40000.0				D			
0001181431-06-005367	1361766	Employee Stock Option (right to buy)		2.59				14-JAN-2005		14-JAN-2012		Common Stock		23333.0				23333.0				D			
0001181431-06-005367	1361767	Employee Stock Option (right to buy)		4.5				28-AUG-2005		28-AUG-2012		Common Stock		40000.0				40000.0				D			
0001181431-06-005367	1361768	Employee Stock Option (right to buy)		9.21				05-AUG-2006	F2	05-AUG-2013		Common Stock		2000.0				2000.0				D			
0001181431-06-005365	1362087	Employee Stock Option (right to buy)		2.84				14-JAN-2005		14-JAN-2007		Common Stock		370000.0				370000.0				D			
0001181431-06-005365	1362088	Employee Stock Option (right to buy)		4.95				28-AUG-2005	F2	28-AUG-2007		Common Stock		482000.0				482000.0				D			
0001181431-06-005365	1362089	Employee Stock Option		9.21				05-AUG-2006		05-AUG-2013		Common Stock		80000.0				80000.0				D			
0001181431-06-005365	1362086	Employee Stock Option (right to buy)		1.23				22-DEC-2000		22-DEC-2010		Common Stock		210849.0				210849.0				D			
0001181431-06-005364	1121088	Employee Stock Option		10.13				05-AUG-2006	F2	05-AUG-2008		Common Stock		100000.0				100000.0				D			
0001181431-06-005364	1121085	Employee Stock Option		1.23				22-DEC-2000		22-DEC-2010		Common Stock		11332.0				11332.0				D			
0001181431-06-005364	1121086	Employee Stock Option		2.84				14-JAN-2005		14-JAN-2007		Common Stock		420000.0				420000.0				D			
0001181431-06-005364	1121087	Employee Stock Option		4.95				28-AUG-2005		28-AUG-2007		Common Stock		694000.0				694000.0				D			
0001236964-06-000029	1288794	Director Stock Option (right to buy)		16.5					F2	06-MAY-2014		Common Stock		25000.0				25000.0				D			
0001236964-06-000029	1288793	Director Stock Option (right to buy)		15.84					F2	24-JAN-2015		Common Stock		2000.0				2000.0				D			
0001236964-06-000029	1288795	Director Stock Option (right to buy)		6.44				31-OCT-2003	F3	16-JAN-2013		Common Stock		3700.0				3700.0				D			
0001236964-06-000029	1288796	Director Stock Option (right to buy)		5.78				31-OCT-2003	F3	17-JAN-2012		Common Stock		3885.0				3885.0				D			
0001236964-06-000028	1358016	Director Stock Option (right to buy)		5.78				31-OCT-2003	F3	17-JAN-2012		Common Stock		3885.0				3885.0				D			
0001236964-06-000028	1358017	Director Stock Option (right to buy)		6.44				31-OCT-2003	F3	16-JAN-2013		Common Stock		3700.0				3700.0				D			
0001236964-06-000028	1358015	Director Stock Option (right to buy)		4.27				31-OCT-2003	F3	21-JUN-2011		Common Stock		8159.0				8159.0				D			
0001236964-06-000028	1358013	Director Stock Option (right to buy)		15.84					F2	24-JAN-2015		Common Stock		2000.0				2000.0				D			
0001236964-06-000028	1358014	Director Stock Option (right to buy)		16.5					F2	06-MAY-2014		Common Stock		25000.0				25000.0				D			
0001236964-06-000026	1474560	Director Stock Option (right to buy)		15.84					F2	24-JAN-2015		Common Stock		2000.0				2000.0				D			
0001236964-06-000026	1474561	Director Stock Option (right to buy)		16.5					F2	06-MAY-2014		Common Stock		25000.0				25000.0				D			
0001236964-06-000025	1335675	Director Stock Option (right to buy)		15.84					F2	24-JAN-2015		Common Stock		2000.0				2000.0				D			
0001236964-06-000025	1335676	Director Stock Option (right to buy)		16.5					F2	06-MAY-2014		Common Stock		25000.0				25000.0				D			
0001104659-06-003641	1068340	Performance Units		0.0				05-AUG-2008			F1	Common Stock Equivalents		6000.0								D			
0001236964-06-000024	1359810	Director Stock Option (right to buy)		16.5					F2	06-MAY-2014		Common Stock		25000.0				25000.0				D			
0001236964-06-000024	1359815	Employee Stock Option (right to buy)		6.44				31-OCT-2003	F3	16-JAN-2013		Common Stock		3700.0				3700.0				D			
0001236964-06-000024	1359814	Employee Stock Option (right to buy)		5.78				31-OCT-2003	F3	17-JAN-2012		Common Stock		3885.0				3885.0				D			
0001236964-06-000024	1359813	Employee Stock Option (right to buy)		3.89				31-OCT-2003	F3	25-JUL-2011		Common Stock		5465.0				5465.0				D			
0001236964-06-000024	1359812	Employee Stock Option (right to buy)		4.27				31-OCT-2003	F3	21-JUN-2011		Common Stock		8159.0				8159.0				D			
0001236964-06-000024	1359811	Employee Stock Option (right to buy)		3.73				31-OCT-2003	F3	25-JUL-2006		Common Stock		5465.0				5465.0				D			
0001236964-06-000024	1359809	Director Stock Option (right to buy)		15.84					F2	24-JAN-2015		Common Stock		2000.0				2000.0				D			
0001104659-06-003640	1395075	Performance Units		0.0				23-JUL-2006			F1	Common Stock Equivalents		6000.0								D			
0001104659-06-003640	1395077	Performance Units		0.0				28-APR-2008			F1	Common Stock Equivalents		6400.0								D			
0001104659-06-003640	1395076	Performance Units		0.0				28-APR-2007			F1	Common Stock Equivalents		8000.0								D			
0001236964-06-000023	1329553	Director Stock Option (right to buy)		15.84					F2	24-JAN-2015		Common Stock		2000.0				2000.0				D			
0001236964-06-000023	1329554	Director Stock Option (right to buy)		16.5					F2	06-MAY-2014		Common Stock		25000.0				25000.0				D			
0001236964-06-000022	1369583	Director Stock Option (right to buy)		16.5					F2	06-MAY-2014		Common Stock		25000.0				25000.0				D			
0001236964-06-000022	1369582	Director Stock Option (right to buy)		15.84					F2	24-JAN-2015		Common Stock		2000.0				2000.0				D			
0001236964-06-000022	1369584	Director Stock Option (right to buy)		5.43				31-OCT-2003	F3	17-JUN-2009		Common Stock		5461.0				5461.0				D			
0001342673-06-000005	1072434	Non-Qualified Stock Option (right to buy)		14.88				24-JAN-2001	F2	24-JAN-2010		NBT Bancorp Inc. Common Stock		8400.0				8400.0				D			
0001342673-06-000005	1072435	Non-Qualified Stock Option (right to buy)		16.06				22-JAN-2002	F2	22-JAN-2011		NBT Bancorp Inc. Common Stock		22400.0				22400.0				D			
0001342673-06-000005	1072436	Non-Qualified Stock Option (right to buy)		17.54				01-JAN-2004	F2	01-JAN-2013		NBT Bancorp Inc. Common Stock		18450.0				18450.0				D			
0001342673-06-000005	1072437	Non-Qualified Stock Option (right to buy)		18.16				27-JAN-1999	F2	27-JAN-2008		NBT Bancorp Inc. Common Stock		3969.0				3969.0				D			
0001342673-06-000005	1072439	Non-Qualified Stock Option (right to buy)		20.6				26-JAN-2000	F2	26-JAN-2009		NBT Bancorp Inc. Common Stock		5145.0				5145.0				D			
0001342673-06-000005	1072438	Non-Qualified Stock Option (right to buy)		19.49				07-JUL-2001	F3	07-JUL-2009		NBT Bancorp Inc. Common Stock		2315.25				2315.25				D			
0001342673-06-000005	1072442	Non-Qualified Stock Option (right to buy)		23.27				20-JAN-2006	F2	20-JAN-2015		NBT Bancorp Inc. Common Stock		16289.0				16289.0				D			
0001342673-06-000005	1072441	Non-Qualified Stock Option (right to buy)		23.11				26-JAN-2007	F3	26-JAN-2015		NBT Bancorp Inc. Common Stock		1543.0				1543.0				D			
0001342673-06-000005	1072440	Non-Qualified Stock Option (right to buy)		22.17				01-JAN-2005	F2	01-JAN-2014		NBT Bancorp Inc. Common Stock		15831.0				15831.0				D			
0001342673-06-000005	1072432	Non-Qualified Stock Option (right to buy)		11.64				28-JAN-1998	F2	28-JAN-2007		NBT Bancorp Inc. Common Stock		0.5				0.5				D			
0001342673-06-000005	1072433	Non-Qualified Stock Option (right to buy)		14.35				28-JAN-2003	F2	28-JAN-2012		NBT Bancorp Inc. Common Stock		27900.0				27900.0				D			
0001342673-06-000004	1457310	Non-Qualified Stock Option (right to buy)		14.35				28-JAN-2003	F2	28-JAN-2012		NBT Bancorp Inc. Common Stock		10460.0				10460.0				D			
0001342673-06-000004	1457321	Non-Qualified Stock Option (right to buy)		23.76				01-JUL-2007	F3	01-JUL-2015		NBT Bancorp Inc. Common Stock		12841.0				12841.0				D			
0001342673-06-000004	1457320	Non-Qualified Stock Option (right to buy)		23.27				20-JAN-2006	F2	20-JAN-2015		NBT Bancorp Inc. Common Stock		31907.0				31907.0				D			
0001342673-06-000004	1457319	Non-Qualified Stock Option (right to buy)		22.41				08-SEP-2006	F3	08-SEP-2014		NBT Bancorp Inc. Common Stock		15365.0				15365.0				D			
0001342673-06-000004	1457322	Non-Qualified Stock Option (right to buy)		23.87				05-JUL-2007	F3	05-JUL-2015		NBT Bancorp Inc. Common Stock		2693.0				2693.0				D			
0001342673-06-000004	1457311	Non-Qualified Stock Option (right to buy)		17.54				01-JAN-2004	F2	01-JAN-2013		NBT Bancorp Inc. Common Stock		14550.0				14550.0				D			
0001342673-06-000004	1457312	Non-Qualified Stock Option (right to buy)		18.16				27-JAN-1999	F2	27-JAN-2008		NBT Bancorp Inc. Common Stock		0.99				0.99				D			
0001342673-06-000004	1457313	Non-Qualified Stock Option (right to buy)		19.79				11-AUG-2005	F3	11-AUG-2013		NBT Bancorp Inc. Common Stock		5200.0				5200.0				D			
0001342673-06-000004	1457314	Non-Qualified Stock Option (right to buy)		19.79				14-AUG-2005	F3	14-AUG-2013		NBT Bancorp Inc. Common Stock		6050.0				6050.0				D			
0001342673-06-000004	1457315	Non-Qualified Stock Option (right to buy)		19.81				12-AUG-2005	F3	12-AUG-2013		NBT Bancorp Inc. Common Stock		11700.0				11700.0				D			
0001342673-06-000004	1457316	Non-Qualified Stock Option (right to buy)		20.06				05-AUG-2005	F3	05-AUG-2013		NBT Bancorp Inc. Common Stock		4000.0				4000.0				D			
0001342673-06-000004	1457317	Non-Qualified Stock Option (right to buy)		22.17				01-JAN-2005	F2	01-JAN-2014		NBT Bancorp Inc. Common Stock		18266.0				18266.0				D			
0001342673-06-000004	1457318	Non-Qualified Stock Option (right to buy)		22.35				01-SEP-2006	F3	01-SEP-2014		NBT Bancorp Inc. Common Stock		9700.0				9700.0				D			
0001181431-06-005345	1203969	Non-Qualified Stock Option (right to buy)		11.73				12-FEB-2003		12-FEB-2012		Common Stock		391472.0				391472.0				D			
0001181431-06-005345	1203968	Non-Qualified Stock Option (right to buy)		9.25				27-DEC-2002		27-DEC-2011		Common Stock		754680.0				754680.0				D			
0001181431-06-005345	1203970	Non-Qualified Stock Option (right to buy)		19.58				01-DEC-2004		23-FEB-2009		Common Stock		150000.0				150000.0				D			
0001181431-06-005345	1203967	Non-Qualified Stock Option (right to buy)		36.11				04-FEB-2005		04-FEB-2015		Common Stock		400000.0				400000.0				D			
0001342673-06-000003	1511547	Non-Qualified Stock Option (right to buy)		17.54				01-JAN-2004	F2	01-JAN-2013		NBT Bancorp Inc. Common Stock		24000.0				24000.0				D			
0001342673-06-000003	1511548	Non-Qualified Stock Option (right to buy)		18.16				27-JAN-1999	F2	27-JAN-2008		NBT Bancorp Inc. Common Stock		12641.99				12641.99				D			
0001342673-06-000003	1511549	Non-Qualified Stock Option (right to buy)		20.6				26-JAN-2000	F2	26-JAN-2009		NBT Bancorp Inc. Common Stock		15540.0				15540.0				D			
0001342673-06-000003	1511550	Non-Qualified Stock Option (right to buy)		22.17				01-JAN-2005	F2	01-JAN-2014		NBT Bancorp Inc. Common Stock		21311.0				21311.0				D			
0001342673-06-000003	1511551	Non-Qualified Stock Option (right to buy)		22.21				11-FEB-2006	F3	11-FEB-2014		NBT Bancorp Inc. Common Stock		3840.0				3840.0				D			
0001342673-06-000003	1511552	Non-Qualified Stock Option (right to buy)		23.27				20-JAN-2006	F2	20-JAN-2015		NBT Bancorp Inc. Common Stock		22423.0				22423.0				D			
0001342673-06-000003	1511553	Non-Qualified Stock Option (right to buy)		24.45				01-AUG-2007	F3	01-AUG-2015		NBT Bancorp Inc. Common Stock		6470.0				6470.0				D			
0001342673-06-000003	1511545	Non-Qualified Stock Option (right to buy)		14.35				28-JAN-2003	F2	28-JAN-2012		NBT Bancorp Inc. Common Stock		36200.0				36200.0				D			
0001342673-06-000003	1511546	Non-Qualified Stock Option (right to buy)		16.23				03-AUG-2003	F3	03-AUG-2011		NBT Bancorp Inc. Common Stock		4346.0				4346.0				D			
0001342673-06-000002	1178743	Non-Qualified Stock Option (right to buy)		22.17				01-JAN-2005	F2	01-JAN-2014		NBT Bancorp Inc. Common Stock		17015.0				17015.0				D			
0001342673-06-000002	1178744	Non-Qualified Stock Option (right to buy)		23.27				20-JAN-2006	F2	20-JAN-2015		NBT Bancorp Inc. Common Stock		17507.0				17507.0				D			
0001342673-06-000002	1178738	Non-Qualified Stock Option (right to buy)		14.35				28-JAN-2003	F2	28-JAN-2012		NBT Bancorp Inc. Common Stock		5980.0				5980.0				D			
0001342673-06-000002	1178742	Non-Qualified Stock Option (right to buy)		20.6				26-JAN-2000	F2	26-JAN-2009		NBT Bancorp Inc. Common Stock		9660.0				9660.0				D			
0001342673-06-000002	1178740	Non-Qualified Stock Option (right to buy)		17.54				01-JAN-2004	F2	01-JAN-2013		NBT Bancorp Inc. Common Stock		19875.0				19875.0				D			
0001342673-06-000002	1178741	Non-Qualified Stock Option (right to buy)		18.16				27-JAN-1999	F2	27-JAN-2008		NBT Bancorp Inc. Common Stock		9261.0				9261.0				D			
0001342673-06-000002	1178739	Non-Qualified Stock Option (right to buy)		16.06				22-JAN-2002	F2	22-JAN-2011		NBT Bancorp Inc. Common Stock		25600.0				25600.0				D			
0001342673-06-000001	1422797	Non-Qualified Stock Option (right to buy)		14.35				28-JAN-2003	F2	28-JAN-2012		NBT Bancorp Inc. Common Stock		1960.0				1960.0				D			
